Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
L- Glutamine,230831_Smp_LabBlk_1_C,"L- Glutamine 0(15N), 0(13C)",11.53,86424,121861,8302,-2.7,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_1_C_2ndInj,"L- Glutamine 0(15N), 0(13C)",11.57,82748,10042,13011,-1.4,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_A,"L- Glutamine 0(15N), 0(13C)",11.74,168422,205497,11719,-2.7,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_B,"L- Glutamine 0(15N), 0(13C)",11.79,478334,281890,16155,-3.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_C,"L- Glutamine 0(15N), 0(13C)",11.88,183754,151992,13489,-2.7,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_A,"L- Glutamine 0(15N), 0(13C)",11.74,107046,2151,13794,-1,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_B,"L- Glutamine 0(15N), 0(13C)",11.82,185094,223251,10515,-2.2,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_C,"L- Glutamine 0(15N), 0(13C)",11.06,1949035,53692,50897,-2.8,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_A,"L- Glutamine 0(15N), 0(13C)",11.7,16628,40512,9089,-3.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_B,"L- Glutamine 0(15N), 0(13C)",11.4,2251783,293422,93527,-3.4,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_C,"L- Glutamine 0(15N), 0(13C)",11.79,74371,71085,11110,-2.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_A,"L- Glutamine 0(15N), 0(13C)",11.21,1528984,36740,38034,-1.4,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_B,"L- Glutamine 0(15N), 0(13C)",11.61,216321,1030,11438,-1.7,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_C,"L- Glutamine 0(15N), 0(13C)",11.72,144348,53196,13572,-2.4,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_1,"L- Glutamine 0(15N), 1(13C)",11.4,16247891,0,839326,-3.2,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_2,"L- Glutamine 0(15N), 1(13C)",11.21,14427651,0,639631,-3.5,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_3,"L- Glutamine 0(15N), 1(13C)",10.73,7857232,0,497169,-4.4,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 0(15N), 1(13C)",11.35,12957902,0,804294,-3.3,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 0(15N), 1(13C)",11.21,14116854,0,868471,-3.2,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 0(15N), 1(13C)",11.7,17868,0,8242,-0.6,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_1,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_2,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_3,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_1,"L- Glutamine 0(15N), 1(13C)",11.43,6983,0,3904,-2,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_2,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_3,"L- Glutamine 0(15N), 1(13C)",10.71,10794,0,6418,-3.9,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full1,"L- Glutamine 0(15N), 1(13C)",11.33,67111,0,7540,-2.2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full2,"L- Glutamine 0(15N), 1(13C)",11.23,33076,0,7624,-3,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full3,"L- Glutamine 0(15N), 1(13C)",11.19,12403,0,5343,-2.5,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full4,"L- Glutamine 0(15N), 1(13C)",11.17,37530,0,11691,-1.2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full5,"L- Glutamine 0(15N), 1(13C)",11.17,70408,0,9655,-2.6,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full6,"L- Glutamine 0(15N), 1(13C)",11.1,38485,0,8889,-2.5,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full7,"L- Glutamine 0(15N), 1(13C)",10.99,46593,0,9322,-2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full8,"L- Glutamine 0(15N), 1(13C)",11.03,20131,0,7933,-2.2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full9,"L- Glutamine 0(15N), 1(13C)",10.92,48435,0,8695,-4,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full10,"L- Glutamine 0(15N), 1(13C)",10.92,58962,0,8841,-3.8,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full11,"L- Glutamine 0(15N), 1(13C)",10.84,57945,0,8220,-3.9,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.32,47441,0,10802,-2.6,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.13,73630,0,9155,-1.8,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.23,108156,0,13481,-2.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.29,13832,0,7143,-2.8,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.29,5138,0,3265,-1.3,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.48,5702,0,4215,-2.7,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",10.92,52494,0,10106,-3.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",10.96,19611,0,7978,-2.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.06,105899,0,12956,-2.6,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",10.93,67929,0,10299,-2.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.28,44987,0,7078,-3,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.05,62214,0,7606,-4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.25,7582,0,6290,-3.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.5,4588,0,3462,-0.5,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.18,4976,0,3049,-1.1,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.26,7095,0,5118,-1.2,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.26,5499,0,4383,-3.6,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.41,6822,0,5526,-1.5,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",10.99,46363,0,9174,-2.9,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",10.82,213595,0,21381,-3.9,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.06,91315,0,10445,-2.4,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",10.86,14471,0,5020,-1.2,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.04,45859,0,6365,-1.8,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_1_A,"L- Glutamine 0(15N), 1(13C)",11.31,150097,0,11238,-2.8,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_1_B,"L- Glutamine 0(15N), 1(13C)",11.26,23295,0,6723,-2.2,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_1_C,"L- Glutamine 0(15N), 1(13C)",11.42,7994,0,5625,13.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_1_C_2ndInj,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_A,"L- Glutamine 0(15N), 1(13C)",10.86,6332,0,4175,-0.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_B,"L- Glutamine 0(15N), 1(13C)",11.22,4814,0,2787,-0.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_2_C,"L- Glutamine 0(15N), 1(13C)",11.17,8671,0,4563,-3,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_A,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_B,"L- Glutamine 0(15N), 1(13C)",11.15,6142,0,6453,-3.8,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_3_C,"L- Glutamine 0(15N), 1(13C)",12.17,5995,0,6213,-0.1,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_A,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_B,"L- Glutamine 0(15N), 1(13C)",11.34,8139,0,7667,-3.6,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_4_C,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_A,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_B,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Smp_LabBlk_5_C,"L- Glutamine 0(15N), 1(13C)",10.75,5736,0,3612,-1.9,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_1,"L- Glutamine 1(15N), 0(13C)",11.4,1871647,0,109826,-2.7,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_2,"L- Glutamine 1(15N), 0(13C)",11.29,1617973,0,81909,-2.7,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InH2O_3,"L- Glutamine 1(15N), 0(13C)",10.71,1047061,0,67710,-3.8,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.37,1645412,0,116126,-1.9,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.21,1605623,0,97565,-2.4,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 1(15N), 0(13C)",10.76,1835773,0,119960,-3.7,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_1,"L- Glutamine 1(15N), 0(13C)",11.32,9385,0,6097,4.1,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_2,"L- Glutamine 1(15N), 0(13C)",10.94,6836,0,4921,4.4,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InH2O_3,"L- Glutamine 1(15N), 0(13C)",11.86,10698,0,9482,1.5,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.33,106695,0,19069,-2.1,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.19,39545,0,16895,-2.1,L- Glutamine
L- Glutamine,230831_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 1(15N), 0(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.69,5682,0,4213,4.1,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.26,116316,0,12547,-3.2,L- Glutamine
L- Glutamine,230831_Std_H2OinMatrix_3,"L- Glutamine 1(15N), 0(13C)",10.72,144112,0,14659,-4.4,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full1,"L- Glutamine 1(15N), 0(13C)",11.36,290205,0,29760,-3.7,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full2,"L- Glutamine 1(15N), 0(13C)",11.76,16782,0,5151,8.9,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full3,"L- Glutamine 1(15N), 0(13C)",11.27,270269,0,30469,-3.4,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full4,"L- Glutamine 1(15N), 0(13C)",11.2,303088,0,27336,-2.7,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full5,"L- Glutamine 1(15N), 0(13C)",11.21,312240,0,27974,-3.2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full6,"L- Glutamine 1(15N), 0(13C)",11.09,302154,0,28814,-3.2,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full7,"L- Glutamine 1(15N), 0(13C)",10.98,304871,0,23734,-2.9,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full8,"L- Glutamine 1(15N), 0(13C)",11.72,4438,0,3106,3.3,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full9,"L- Glutamine 1(15N), 0(13C)",10.92,278187,0,28833,-3.9,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full10,"L- Glutamine 1(15N), 0(13C)",11.71,10563,0,5728,10.4,L- Glutamine
L- Glutamine,230831_Poo_G5_NFEX-CatEx_Full11,"L- Glutamine 1(15N), 0(13C)",10.87,322889,0,27554,-4.2,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 1(15N), 0(13C)",12.23,56983,0,8159,-10.7,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 1(15N), 0(13C)",12.16,12407,0,6699,-11,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 1(15N), 0(13C)",12.18,17324,0,6729,-7,L- Glutamine
L- Glutamine,230831_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.27,936339,0,83218,-3.5,L- Glutamine
