Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.53,20072176,0,1967855,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.5,16639581,60068,1607122,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.32,35088532,223097,3712305,-3.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.45,19196756,0,1933634,-2.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.5,52289992,683208,5418062,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.45,22827804,223076,2245654,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.55,26108820,103406,2629741,-4.3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.32,29578398,129122,2944972,-3.7,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.37,10993767,0,1110000,-2.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.53,18673622,219448,1685125,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.34,8289034,0,855404,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.51,34591280,0,3556201,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.5,28084482,76623,2937265,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.33,53859208,694683,5832021,-3.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.59,37337288,324948,3632533,-3.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.37,28759272,23537,3072723,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.56,50277428,407276,5191592,-2.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.57,9417601,0,898323,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.48,7732587,0,743724,-2.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.48,7964500,0,822070,-2.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.46,32433564,0,3398494,-3.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.48,37488932,73006,3662661,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.32,45598508,719543,4575390,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 0(15N), 0(13C)",11.36,25071770,284738,2683327,-3.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 0(15N), 0(13C)",11.33,30237150,31972,3036618,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 0(15N), 0(13C)",11.33,49488972,351001,4650510,-3.6,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_1,"L- Glutamine 0(15N), 1(13C)",11.52,6170037,0,430177,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_2,"L- Glutamine 0(15N), 1(13C)",11.25,5811276,0,375384,-3.2,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_3,"L- Glutamine 0(15N), 1(13C)",10.95,7033036,0,343205,-2.7,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 0(15N), 1(13C)",11.53,8035464,0,764412,-2.5,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 0(15N), 1(13C)",11.39,6416655,0,664399,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 0(15N), 1(13C)",11.19,7007848,0,729691,-2.8,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 0(15N), 1(13C)",11.56,1115530,0,124612,-4.4,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 0(15N), 1(13C)",11.39,699381,0,89287,-3.3,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 0(15N), 1(13C)",11.16,763696,0,97289,-4.1,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_1,"L- Glutamine 0(15N), 1(13C)",11.54,1057057,0,131235,-4.3,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_2,"L- Glutamine 0(15N), 1(13C)",11.44,814655,0,92621,-4.5,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_3,"L- Glutamine 0(15N), 1(13C)",11.18,897429,0,106305,-4.4,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 0(15N), 1(13C)",11.53,16171,0,11981,-0.9,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 0(15N), 1(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 0(15N), 1(13C)",10.71,17762,0,17139,10.8,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 0(15N), 1(13C)",11.48,28510,0,15529,-2.8,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full1,"L- Glutamine 0(15N), 1(13C)",11.51,1584474,0,156131,-4.4,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full2,"L- Glutamine 0(15N), 1(13C)",11.6,1657560,0,159810,-4.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full3,"L- Glutamine 0(15N), 1(13C)",11.48,1105361,0,139602,-4.5,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full4,"L- Glutamine 0(15N), 1(13C)",11.48,1633516,0,178405,-4.2,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full5,"L- Glutamine 0(15N), 1(13C)",11.52,1099687,0,116798,-4.6,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full6,"L- Glutamine 0(15N), 1(13C)",11.45,926867,0,106902,-4.2,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full7,"L- Glutamine 0(15N), 1(13C)",11.47,865610,0,131723,-3.8,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full8,"L- Glutamine 0(15N), 1(13C)",11.41,1423775,0,164871,-4.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full9,"L- Glutamine 0(15N), 1(13C)",11.36,1497964,0,163515,-4.6,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full10,"L- Glutamine 0(15N), 1(13C)",11.35,1759509,0,202009,-4.7,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full11,"L- Glutamine 0(15N), 1(13C)",11.32,1524182,0,168446,-4.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.53,5206656,0,502736,-2.7,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.5,6370496,0,608026,-2.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.51,6437766,0,632706,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.32,56336,0,47574,-4.3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.45,319104,0,60604,-2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.5,579734,0,114155,-2.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.32,1726593,0,227668,-3.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.47,946868,0,103825,-2.3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.5,2696631,0,297922,-3.3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.45,1053839,0,117430,-3.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.52,1321504,0,148068,-4.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.32,1381080,0,166949,-4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.43,119867,0,43439,-2.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.54,684218,0,84188,-2.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.37,178940,0,49350,-1.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.51,1770561,0,229084,-4.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.5,1507993,0,178922,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.32,2795505,0,278692,-3.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.59,1957957,0,223555,-4.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.38,1401502,0,167785,-4.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.56,2666909,0,326549,-3.3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.57,167596,0,49385,-2.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.51,39973,0,23115,-0.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.45,197365,0,46042,-1.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.46,1608590,0,174442,-3.7,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.53,1820488,0,230181,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.32,2284419,0,256460,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 0(15N), 1(13C)",11.36,1166332,0,125559,-4.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 0(15N), 1(13C)",11.33,1446756,0,170450,-4.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 0(15N), 1(13C)",11.33,2381963,0,237416,-5.2,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_1,"L- Glutamine 1(15N), 0(13C)",11.51,619216,0,63863,-3.1,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_2,"L- Glutamine 1(15N), 0(13C)",11.41,277995,0,49882,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InH2O_3,"L- Glutamine 1(15N), 0(13C)",11.09,654769,0,41063,-2.6,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.54,10006804,0,947299,-2.7,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.42,6549309,0,722197,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 1(15N), 0(13C)",11.2,6906009,0,751801,-2.5,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 1(15N), 0(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 1(15N), 0(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 1(15N), 0(13C)",#N/A,#N/A,#N/A,#N/A,#N/A,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.57,10441787,0,914014,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.39,6660006,0,614727,-2.9,L- Glutamine
L- Glutamine,230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 1(15N), 0(13C)",11.18,7412239,0,797247,-3.2,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_1,"L- Glutamine 1(15N), 0(13C)",11.57,9289617,0,907312,-3.1,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_2,"L- Glutamine 1(15N), 0(13C)",11.44,7173320,0,720084,-3.3,L- Glutamine
L- Glutamine,230810_Std_H2OinMatrix_3,"L- Glutamine 1(15N), 0(13C)",11.2,8305945,0,787082,-3.3,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 1(15N), 0(13C)",11.53,485171,0,72237,-3.2,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 1(15N), 0(13C)",11.38,318303,0,52705,-3,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 1(15N), 0(13C)",11.41,16072,0,13491,-0.6,L- Glutamine
L- Glutamine,230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 1(15N), 0(13C)",11.51,422379,0,54849,-3,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full1,"L- Glutamine 1(15N), 0(13C)",11.53,13930750,0,1349945,-3.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full2,"L- Glutamine 1(15N), 0(13C)",11.57,14605747,0,1378673,-2.2,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full3,"L- Glutamine 1(15N), 0(13C)",11.53,9704099,0,958135,-3.3,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full4,"L- Glutamine 1(15N), 0(13C)",11.5,13682055,75141,1441786,-2.6,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full5,"L- Glutamine 1(15N), 0(13C)",11.49,9865681,0,1018972,-3.2,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full6,"L- Glutamine 1(15N), 0(13C)",11.46,8414504,0,869955,-3.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full7,"L- Glutamine 1(15N), 0(13C)",11.48,8746656,0,908956,-3.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full8,"L- Glutamine 1(15N), 0(13C)",11.39,11305643,112534,1224363,-3,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full9,"L- Glutamine 1(15N), 0(13C)",11.36,12804684,0,1332010,-3.2,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full10,"L- Glutamine 1(15N), 0(13C)",11.33,13822192,0,1528648,-3.1,L- Glutamine
L- Glutamine,230810_Poo_G5_NFEX_Full11,"L- Glutamine 1(15N), 0(13C)",11.32,12683378,0,1252269,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.54,503671,0,57318,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.53,696420,0,86926,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.54,696574,0,69418,-2.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.35,27302362,144521,2661387,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.53,43012872,0,4093462,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.51,34026108,71382,3392095,-3,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.36,4522193,0,485872,-3.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.48,2164827,0,235865,-2.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.51,9307375,0,962026,-2.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.45,5238316,0,540838,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.55,5995442,0,606003,-4.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.32,6740464,0,650172,-3.5,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.36,24289204,216391,2603621,-2.6,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.53,39989188,178294,3566942,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.34,20035012,0,1902207,-2.7,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.48,11263988,0,1126782,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.51,6535659,0,676696,-2.8,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.35,12692607,0,1408141,-3.2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.59,13613406,98976,1439084,-3.4,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.38,10595165,36241,1144233,-2.9,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 1(15N), 0(13C)",11.56,20197966,126856,2052773,-2,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.6,21601886,0,2053124,-3.1,L- Glutamine
L- Glutamine,230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",11.45,20810696,147649,1961059,-2.4,L- Glutamine
