Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
HILIC_Pos_Standards,230705_Blk_MBlk_P_3,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_4,L-Homocystine,12.51,10039,0,8375,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_5,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_6,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full1,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full2,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full3,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half1,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half2,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half3,L-Homocystine,13.58,2523,0,1433,-4.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_B,L-Homocystine,12.47,25817,0,13285,-4.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_C,L-Homocystine,12.53,19422,0,7508,-3.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_B,L-Homocystine,11.64,117871,0,89775,0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_A,L-Homocystine,12.51,15558,0,9775,-5.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_B,L-Homocystine,13.5,17725,0,15375,-0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_B,L-Homocystine,12.47,12299,0,12763,-7.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_C,L-Homocystine,12.39,23039,0,19522,-3.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_C,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_C,L-Homocystine,13.35,21339,0,20461,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_C,L-Homocystine,12.47,14330,0,6980,-8.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_C,L-Homocystine,12.88,19104,0,13622,3.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_A,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_B,L-Homocystine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_C,L-Homocystine,12.53,19418,0,6480,-3.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_1,Trimethylamine,6.95,27436872,0,1427457,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_2,Trimethylamine,6.96,19024478,3201092,1287781,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_1,Trimethylamine,6.9,18702728,0,999721,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_2,Trimethylamine,6.92,21727824,0,1066833,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_1,Trimethylamine,7.52,1016359,0,82605,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_2,Trimethylamine,7.32,704576,0,73926,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_1,Trimethylamine,7.04,614116,0,74958,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_2,Trimethylamine,6.92,214676,0,55743,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_1,Trimethylamine,7.45,861263,0,77116,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_2,Trimethylamine,7.24,932391,0,49879,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_FilterBlk_1,Trimethylamine,5.95,118304,0,67277,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_1,Trimethylamine,5.96,54606,0,51017,0.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_2,Trimethylamine,7.58,1515199,0,49940,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_3,Trimethylamine,7.02,1735351,940500,57914,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_4,Trimethylamine,7.35,1257687,0,43929,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_5,Trimethylamine,7.52,1583269,0,64778,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_6,Trimethylamine,7.62,770889,0,35759,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full1,Trimethylamine,7.48,656304,0,55490,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full2,Trimethylamine,7.38,1038320,606197,72447,1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full3,Trimethylamine,6.99,573713,0,51593,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half1,Trimethylamine,6.84,752880,0,42646,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half2,Trimethylamine,7.52,1798751,0,69163,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half3,Trimethylamine,7.07,878088,0,40080,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_A,Trimethylamine,7.62,716215,1210969,46363,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_B,Trimethylamine,7.62,458285,1138749,28481,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_C,Trimethylamine,7.58,98394,1133137,18710,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_A,Trimethylamine,7.48,1511668,49855,69157,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_B,Trimethylamine,7.56,317087,2179182,45614,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_C,Trimethylamine,7.12,198628,908183,24259,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_A,Trimethylamine,7.46,1017604,546122,58383,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_B,Trimethylamine,7.2,146482,1198863,27742,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_C,Trimethylamine,7.49,534567,1630350,41847,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_A,Trimethylamine,6.78,28339,1651431,5802,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_B,Trimethylamine,7.31,695181,0,35381,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_C,Trimethylamine,7.59,576651,0,81335,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_A,Trimethylamine,7.59,1040251,1143170,70985,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_B,Trimethylamine,7.07,812890,1097889,43796,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_C,Trimethylamine,7.32,551234,0,65473,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_A,Trimethylamine,7.51,857354,0,117394,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_B,Trimethylamine,7.23,285856,0,54868,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_C,Trimethylamine,6.94,1804945,201573,95063,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_A,Trimethylamine,7.49,193585,1161954,30822,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_B,Trimethylamine,7.49,200976,869605,28455,3.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_C,Trimethylamine,7.33,561447,1273950,32104,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_A,Trimethylamine,7.34,1903482,0,84455,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_B,Trimethylamine,6.89,735639,0,45559,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_C,Trimethylamine,7.23,1027620,0,64491,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_A,Trimethylamine,7.26,1561192,0,65888,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_B,Trimethylamine,7.34,562731,0,45452,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_C,Trimethylamine,7.62,1556702,0,78511,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_A,Trimethylamine,7.48,1010768,0,87273,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_B,Trimethylamine,7.61,2101728,0,98806,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_C,Trimethylamine,6.93,1041696,0,49186,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_A,Trimethylamine,7.31,364986,0,54942,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_B,Trimethylamine,7.61,1520335,0,94315,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_C,Trimethylamine,7.57,1541876,0,69743,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_A,Trimethylamine,7.49,920415,0,79411,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_B,Trimethylamine,7.23,251786,0,45381,0.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_C,Trimethylamine,6.74,534729,0,44610,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_A,Trimethylamine,6.76,329795,0,88447,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_B,Trimethylamine,7.49,302233,0,51596,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_C,Trimethylamine,7.45,280742,1325093,48806,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_1,Propylamine,6.95,25387926,0,1427457,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_2,Propylamine,6.96,20586464,110112,1340332,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_1,Propylamine,6.9,18702728,0,999721,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_2,Propylamine,6.92,20081556,0,1066833,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_1,Propylamine,19.75,103681160,7400283,2846972,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_2,Propylamine,19.8,121566304,2100044,3506027,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_1,Propylamine,18.03,93648960,6521998,3047079,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_2,Propylamine,18.2,132030296,241325,3581216,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_1,Propylamine,17.07,5143677,306599,157462,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_2,Propylamine,0.11,8601015,0,439654,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_FilterBlk_1,Propylamine,19.66,63071,0,33511,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_1,Propylamine,19.72,191021,11545,44568,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_2,Propylamine,0.13,6512767,0,631743,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_3,Propylamine,0.12,6548189,0,1116968,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_4,Propylamine,0.11,10126964,0,517394,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_5,Propylamine,0.11,5744686,0,862243,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_6,Propylamine,0.13,1775636,0,655471,3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full1,Propylamine,0.13,4992613,0,560979,2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full2,Propylamine,0.11,14404171,0,1021191,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Full3,Propylamine,0.13,3272655,0,583159,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half1,Propylamine,0.13,3523329,0,818092,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half2,Propylamine,0.12,12275084,0,1419223,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Poo_CRR_Half3,Propylamine,0.13,5446196,0,640005,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_A,Propylamine,0.12,16078221,0,1017177,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_B,Propylamine,0.14,10974268,0,748627,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D0_P_C,Propylamine,0.13,3640427,0,787057,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_A,Propylamine,0.14,8138894,0,1003199,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_B,Propylamine,0.11,11352657,0,1867704,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D4_P_C,Propylamine,0.13,13006633,0,523697,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_A,Propylamine,0.13,13822715,0,573078,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_B,Propylamine,0.13,13013106,0,590885,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D5_P_C,Propylamine,0.12,19473008,0,1036247,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_A,Propylamine,0.12,7813614,0,1158273,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_B,Propylamine,0.13,3985168,0,711553,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D6_P_C,Propylamine,0.11,5410660,0,555780,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_A,Propylamine,0.12,14389552,0,1408035,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_B,Propylamine,0.12,6481146,0,1402894,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D7_P_C,Propylamine,0.11,6994523,0,749243,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_A,Propylamine,0.14,14084269,0,780052,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_B,Propylamine,0.11,3452750,0,748438,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1005_D11_P_C,Propylamine,0.11,24825956,0,871837,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_A,Propylamine,0.13,6971732,0,766569,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_B,Propylamine,0.11,3444137,0,857739,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D0_P_C,Propylamine,0.12,12863910,0,1265992,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_A,Propylamine,0.12,10455814,0,1242419,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_B,Propylamine,0.12,7603877,0,1269231,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D3_P_C,Propylamine,0.14,6692444,0,567619,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_A,Propylamine,0.16,11957559,0,617947,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_B,Propylamine,0.12,3738147,0,565782,2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D4_P_C,Propylamine,0.13,8246872,0,928639,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_A,Propylamine,16.58,11078885,2284805,312025,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_B,Propylamine,0.15,9055408,0,850768,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D5_P_C,Propylamine,0.12,7702248,0,1067802,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_A,Propylamine,16.28,9582862,546084,239305,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_B,Propylamine,0.12,9195435,0,1174209,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D6_P_C,Propylamine,0.11,6680903,0,1179748,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_A,Propylamine,17.1,44197684,2526961,1623234,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_B,Propylamine,17.01,41140872,439053,1497827,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D7_P_C,Propylamine,17.37,20475138,116557,726640,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_A,Propylamine,0.13,7760516,0,522188,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_B,Propylamine,0.11,11631665,0,420360,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Smp_1335_D10_P_C,Propylamine,0.13,6238200,0,1063978,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_1,Urea,6.48,89799032,14298024,7442373,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InH2O_2,Urea,6.47,102262656,18241172,9774188,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_1,Urea,6.48,90254480,0,8362895,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix1InMatrix_2,Urea,6.45,119721736,11635031,12533978,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_1,Urea,6.72,7585713,4911521,384353,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InH2O_2,Urea,6.79,5572957,10040445,378360,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_1,Urea,6.45,21744202,0,1214515,2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_4uMStdsMix2InMatrix_2,Urea,6.48,27043598,612181,1754705,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_1,Urea,6.5,19408370,2548267,1237717,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Std_H2OinMatrix_2,Urea,6.47,25628734,6347037,1667164,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_FilterBlk_1,Urea,6.43,91881256,11486168,8805721,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_1,Urea,6.48,32459726,9830387,2973565,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,230705_Blk_MBlk_P_2,Urea,6.48,22223846,6738797,1939724,1.7,HILIC_Pos_Standards
