compound_name,filename,final_nM
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,27.646283498984776
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,4.762468533295837
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,438.1760653906333
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,9.722695342942995
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,2.940603545153337
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,1.167599427738782
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,220.20318590246367
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,14.334315683222055
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,4.09637979861225
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,25.678667396034154
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,4.692376651002845
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,13.920841649705276
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,6.5916666059684825
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,13.545143184550573
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,11.23001481078608
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,9.321210221549256
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,1.9042585271377002
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,0.135390679423012
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,0.786588080756394
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,8.394110121000017
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,10.922694983758303
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,92.76157940591392
"Glycine betaine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,451.03483853623237
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_1_A,33.07847313039077
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_1_B,14.395319177284405
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_1_C,89.78404309452155
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_1_C_2ndInj,269.4952124150795
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_2_A,92.49974595385112
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_2_B,102.6152977242046
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_2_C,188.46929554544556
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_3_A,190.6340923081096
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_3_B,15.140647504843843
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_3_C,11.099354602369075
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_4_A,14.033491771489038
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_4_B,9.481650035878795
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_4_C,40.15119027503773
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_5_A,28.669158611763436
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_5_B,6.126908927167638
"Glycine betaine 0(15N), 0(13C)",230831_Smp_LabBlk_5_C,4.890587873547085
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_1,1.3668703384410719
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_2,3.823383055171465
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_3,25580.566059756697
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_1,18.8925558191997
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_2,17.516953184267116
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_3,19.010160268820535
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_1,3447527.3512816215
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_2,3585013.4433654114
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_3,1256396.997936403
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_1,380.37215382382993
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_2,489.23265210589307
"Glycine betaine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_3,502.81136710871584
"Glycine betaine 0(15N), 1(13C)",230831_Std_H2OinMatrix_1,0.05528919699784278
"Glycine betaine 0(15N), 1(13C)",230831_Std_H2OinMatrix_2,0.815895720829481
"Glycine betaine 0(15N), 1(13C)",230831_Std_H2OinMatrix_3,19.510709348298928
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full1,18.687451334789948
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.19113289285714502
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full3,19.00256944378781
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full4,0.969414281628261
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full5,18.548996025222753
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.9141665963929421
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full7,0.7759778419512989
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full8,0.933697932636725
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.7135257163978089
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.904775330971844
"Glycine betaine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full11,18.79707848689874
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_A,19.582361242744504
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_B,24.58407618453102
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_C,23.707660878359523
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,16.850600329438876
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,1.13582201492476
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,0.8006365267820771
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,30.699258191459826
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,18.779094561641564
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,1.8502099529251428
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,18.824029875690748
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,24.376433613848953
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,0.8057036509081201
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,19.06469807008265
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,20.95508607878699
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.387477917563796
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,17.653870460382187
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,14.850835875512184
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,22.367756131998348
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,22.43709254898108
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,1.004302588944915
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,16.770184880464708
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,0.5958763937600771
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,18.52640482672246
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,18.039189943454975
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,14.617783952489358
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,15.127843676145968
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,16.24295296085546
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,24.29526764971518
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,24.12431780090278
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,26.366915171444163
"Glycine betaine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,25.045165908996886
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_1_A,7.817344134424554
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_1_B,0.668049197060573
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_1_C,1.227784929790738
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_1_C_2ndInj,16.458596147083792
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_2_A,5.2034488060313455
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_2_B,5.3423260769641985
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_2_C,10.227213456463936
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_3_A,10.659897599078159
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_3_B,1.280565119501955
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_3_C,9.849414077039425
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_4_A,0.715927222836494
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_4_B,6.435293819760231
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_4_C,8.924231171973531
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_5_A,1.043653838869193
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_5_B,10.97794642688472
"Glycine betaine 0(15N), 1(13C)",230831_Smp_LabBlk_5_C,12.031031903983685
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_3,1047.88580290176
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_1,12.825247648852159
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_2,12.233756856593656
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_3,10.085889838273555
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_1,233168.97796960102
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_2,233183.5508999779
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_3,84394.80526386731
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_1,36.49604250670811
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_2,44.55210887074906
"Glycine betaine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_3,45.19178687543195
"Glycine betaine 1(15N), 0(13C)",230831_Std_H2OinMatrix_1,14.100475623775182
"Glycine betaine 1(15N), 0(13C)",230831_Std_H2OinMatrix_2,0.195814154976496
"Glycine betaine 1(15N), 0(13C)",230831_Std_H2OinMatrix_3,0.11727294534503499
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full1,0.112580651721009
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.132485524180554
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.194814574318615
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full4,13.662971884738711
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full5,0.118702426914663
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.117900084931057
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full7,14.120900497179745
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full8,13.885455575798684
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.196376869766632
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.07361050913883646
"Glycine betaine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full11,0.04377595348663217
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_A,1.213764296994877
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_B,0.07685729898770582
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_C,1.251866167293612
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,9.985503521805384
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,0.09820679913834267
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,13.770134373902446
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,7.228998750940359
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,0.0825631069779856
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,10.598761849956912
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,0.11811425413977099
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,0.132570535123049
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,2.10650547148246
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,29.005074760029803
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,35.0716547066307
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,16.161487623306535
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,0.167164828057579
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,0.09365252713982096
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,0.07120624630568823
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,0.05254538391950474
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,7.150572693178087
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,8.139437842387068
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,47.694548623558624
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,48.349134482617806
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,61.18628630253073
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,0.09607687813003432
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,0.07369728508877306
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,0.07672469360610619
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,0.29099563049778904
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,23.718426399394154
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,25.67521114043243
"Glycine betaine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,0.6815888666174019
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_1_A,0.02950537538146888
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_1_C_2ndInj,0.45638969620835507
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_2_A,0.06325988193611333
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_2_B,0.244884580605447
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_2_C,0.458669019837687
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_3_A,0.07656958048924106
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_3_B,0.047117140495046804
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_3_C,0.07816865196746264
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_4_A,0.157481641095608
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_4_B,0.267362076405606
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_5_A,1.427874475619004
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_5_B,0.21445014817621402
"Glycine betaine 1(15N), 0(13C)",230831_Smp_LabBlk_5_C,0.636921306066158
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_1,0.123148592096786
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_1,2405.45681188054
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_2,3518.176553649813
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_3,1394.7228668096905
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_1,0.801156164361391
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_2,0.532673228365052
"Glycine betaine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_3,0.987776071962825
"Glycine betaine 1(15N), 1(13C)",230831_Std_H2OinMatrix_1,0.579828846483433
"Glycine betaine 1(15N), 1(13C)",230831_Std_H2OinMatrix_2,0.279706460620838
"Glycine betaine 1(15N), 1(13C)",230831_Std_H2OinMatrix_3,0.234787931499622
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full1,0.40065509621567397
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.454700978481917
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.49503982995271706
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full4,0.328549393251936
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full5,0.535130971376026
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.32304833180721
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full7,0.312139867619094
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full8,0.480078183082909
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.364842955995771
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.257902898256788
"Glycine betaine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full11,0.44636435015090703
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,0.202666660802358
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,0.266859370808911
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,0.505797940401391
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,0.035411724837454
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,0.02628627675741949
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,0.341708866595413
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,0.022435109724872736
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,0.03084154306354848
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,1.360169872448269
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,1.809112267727472
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.698673870683715
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,0.06703393318414888
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,0.06630953775967326
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,0.464529017332706
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,0.251704766686445
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,0.06931381881947495
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,0.24659110884042001
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,2.365212934474074
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,2.224133297514216
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,2.970225215014728
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,0.263886357753781
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,0.778452983480753
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,0.575210626960261
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,0.777917097051392
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,0.015045289115600831
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,0.159383926758245
"Glycine betaine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,0.11479749181066601
