compound_name,filename,nM,hour
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_C,0.015854711325768284,T12
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_A,0.019469751731551233,T12
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_B,0.012761235705045138,T12
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_C,0.025875618665306615,T12
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_A,0.013314575188547166,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_B,0.012110745948371688,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_C,0.01460525931683731,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_A,0.014728192285120817,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_B,0.014507480517490743,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_C,0.011209623815577649,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_A,0.012603285190920493,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_B,0.012366349524982589,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_C,0.01873451943391924,T24
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_A,0.007812047178239013,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_B,0.012988077962911857,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_C,0.014348388644703933,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_A,0.010193897384885476,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_B,0.008094076259707816,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_C,0.014456723488738006,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_A,0.011277037128566472,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_B,0.014203843779971836,T6
"Carnitine 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_C,0.008438196774726401,T6
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_1,18.768616562644283,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_2,17.499099736951695,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_3,17.180909248562006,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_1,0.22507136724463725,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_2,0.2835656054762121,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_3,0.27390555296873564,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix2InH2O_1,0,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix2InH2O_2,0.11041569799639954,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_1,0.014011930158035885,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_2,0.012768715798300766,NA
"Carnitine 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_3,0.011422328118440182,NA
"Carnitine 0(15N), 0(13C)",230810_Std_H2OinMatrix_1,0.013515629399028669,NA
"Carnitine 0(15N), 0(13C)",230810_Std_H2OinMatrix_2,0.013226852277328302,NA
"Carnitine 0(15N), 0(13C)",230810_Std_H2OinMatrix_3,0.012315715127772669,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full1,9.8541481890359e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full10,9.116321099923476e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full11,9.140112427307568e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full2,9.954801957406413e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full3,0.0011185005829596581,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full4,0.001087495747628332,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full5,9.672664394045315e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full6,9.94373986137007e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full7,0.0010157921450725089,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full8,9.57156351631811e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full9,9.256617255042085e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_A,0.0023655945186128505,T0
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_B,0.0024539098898845135,T0
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_C,0.002889987805698491,T0
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_A,9.519756171663259e-4,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_B,8.919619181584611e-4,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_C,7.959378612298959e-4,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_A,0.0014514268967048076,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_B,8.432635401554901e-4,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_C,0.0011884924767620823,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_A,0.0015195276010971958,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_B,8.160134800035629e-4,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_C,0.0019085290282771876,T12
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_A,9.247314407022007e-4,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_B,8.899402631309018e-4,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_C,0.0010878102092036074,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_A,0.0010790144182817323,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_B,0.001020213033683085,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_C,7.876443478554403e-4,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_A,9.387367282854714e-4,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_B,8.491008857072828e-4,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_C,0.0014026067472603537,T24
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_A,5.812297666640126e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_B,9.325495199795993e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_C,0.0010014606947440893,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_A,6.929053084578506e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_B,5.853855803494654e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_C,0.0010235157450537598,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_A,8.496586991803812e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_B,0.001113132228538933,T6
"Carnitine 0(15N), 1(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_C,5.754783806921574e-4,T6
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InH2O_1,1.4328020807015651,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InH2O_2,1.327194503932623,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InH2O_3,1.298366994114364,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InMatrix_1,0.017170435145176022,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InMatrix_2,0.021345038372261663,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix1InMatrix_3,0.020548187512290067,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix2InMatrix_1,9.817900441790597e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix2InMatrix_2,7.999392054391108e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Std_4uMStdsMix2InMatrix_3,7.188824740681524e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Std_H2OinMatrix_1,9.646289627888787e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Std_H2OinMatrix_2,9.928876953738965e-4,NA
"Carnitine 0(15N), 1(13C)",230810_Std_H2OinMatrix_3,7.927445365417309e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full1,4.2328626828953424e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full10,4.268424495865638e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full11,4.1511314125868774e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full2,4.172886611207413e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full3,4.54329902807679e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full4,4.581505492412698e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full5,4.153792717093979e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full6,4.6431768805140026e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full7,4.0935162420917227e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full8,4.0150779683391613e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Poo_G5_NFEX_Full9,4.17363474822288e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_A,7.860714798075713e-5,T0
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_B,7.164515315686761e-5,T0
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_C,1.7393210389678895e-4,T0
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_A,7.830000757885129e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_B,6.19201570210021e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_C,8.210115147997682e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_A,4.828310054716869e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_B,3.6688052233299043e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_C,3.846360759535325e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_A,5.862264500236895e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_B,4.2265856458974384e-4,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_C,0.0010621277450523245,T12
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_A,0.0012141669995855346,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_B,0.0011120979399040771,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_C,0.0015392063012255532,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_A,7.400860777449028e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_B,6.575117901193448e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_C,5.572703301493304e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_A,4.875534408606654e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_B,4.334921210415631e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_C,9.069064308179104e-4,T24
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_A,8.681885712744662e-5,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_B,1.6857430663070642e-4,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_C,1.597224709318877e-4,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_A,9.654828027139581e-5,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_B,8.856041057698262e-5,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_C,1.5553333581110515e-4,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_A,1.1599638065390445e-4,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_B,1.2827471686940517e-4,T6
"Carnitine 1(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_C,5.577656345212652e-5,T6
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_1,0.06416231670844211,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_2,0.06327090833327328,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_3,0.052926378685307036,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_1,0.001132075986424306,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_2,0.0014036226553097494,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_3,0.0012570665031290836,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_1,4.139072746265191e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_2,4.0759753397318776e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_3,2.704192003173089e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Std_H2OinMatrix_1,4.5647469878520066e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Std_H2OinMatrix_2,4.353803725988851e-4,NA
"Carnitine 1(15N), 0(13C)",230810_Std_H2OinMatrix_3,3.326885002542518e-4,NA
"Carnitine 1(15N), 1(13C)",230810_Poo_G5_NFEX_Full10,NA,NA
"Carnitine 1(15N), 1(13C)",230810_Poo_G5_NFEX_Full2,NA,NA
"Carnitine 1(15N), 1(13C)",230810_Poo_G5_NFEX_Full7,NA,NA
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_A,NA,T12
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_C,NA,T12
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_A,NA,T12
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_C,NA,T12
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_A,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_B,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_C,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_A,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_B,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_C,NA,T24
"Carnitine 1(15N), 1(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_B,NA,T6
"Carnitine 1(15N), 1(13C)",230810_Std_4uMStdsMix1InH2O_2,NA,NA
"Carnitine 1(15N), 1(13C)",230810_Std_4uMStdsMix1InMatrix_1,NA,NA
"Carnitine 1(15N), 1(13C)",230810_Std_4uMStdsMix1InMatrix_2,NA,NA
"Choline 0(15N), 0(13C)",230810_Blk_G5_NFEX_T24_NH4_Blk_A,1.7797794762048133e-4,T24
"Choline 0(15N), 0(13C)",230810_Blk_G5_NFEX_T24_NH4_Blk_B,0,T24
"Choline 0(15N), 0(13C)",230810_Blk_G5_NFEX_T24_Urea_Blk_A,2.594730711781102e-4,T24
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full1,0.0031232553523952225,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full10,0.007507085540773066,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full11,0.012869267927235748,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full2,0.0032779447098013567,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full3,0.002993177323460176,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full4,0.003284004446271206,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full5,0.0028673194126207003,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full6,0.0026866954887202624,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full7,0.0028558441727206713,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full8,0.0018952492170095179,NA
"Choline 0(15N), 0(13C)",230810_Poo_G5_NFEX_Full9,0.004315422614027447,NA
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_A,0.006143526568829521,T0
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_B,0.003856266969456918,T0
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T0_Metab_C,0.009670183857892116,T0
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_A,0.0053751351007009646,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_B,0.0062759823177926735,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_C,0.02821508116280654,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_A,0.004686565704551541,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_B,0.0024480466215736404,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_C,0.006171468961793796,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_A,0.0018987930773093776,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_B,0.003357585686210515,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T12_Urea_Metab_C,0.008193895723411039,T12
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_A,0.0019302833249308401,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_B,0.0018752585582299335,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NH4_Metab_C,0.00257248652854043,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_A,0.0012574343541407662,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_B,0.0029218837165708215,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_NO3_Metab_C,0.009642930003477755,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_A,0.0020640930267781786,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_B,0.002203216517184995,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T24_Urea_Metab_C,0.020833707665433614,T24
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_A,0.0018661813377849608,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_B,0.007828473674247936,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NH4_Metab_C,0.008080904763097344,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_A,0.004701783934173993,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_B,5.248217359061298e-4,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_NO3_Metab_C,0.0032423895343995507,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_A,0.0019224967872405626,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_B,0.003602763774169085,T6
"Choline 0(15N), 0(13C)",230810_Smp_G5_NFEX_T6_Urea_Metab_C,0.02473953198888952,T6
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_1,166.7473256915981,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_2,14.358730122294533,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InH2O_3,0.13519340163508875,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_1,0.25773443618909564,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_2,1.3918015991368857,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix1InMatrix_3,1.3683497192760612,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InH2O_1,148.40486437869833,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InH2O_2,15.835513050486401,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InH2O_3,11.838622943153,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_1,0.03663475369558032,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_2,0.22188354573093605,NA
"Choline 0(15N), 0(13C)",230810_Std_4uMStdsMix2InMatrix_3,0.21106863866584713,NA
"Choline 0(15N), 0(13C)",230810_Std_H2OinMatrix_1,0.0039012033845350355,NA
"Choline 0(15N), 0(13C)",230810_Std_H2OinMatrix_2,0.00960527776269464,NA
"Choline 0(15N), 0(13C)",230810_Std_H2OinMatrix_3,0.02581634383673861,NA
"Choline 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full10,1.310214915199819e-4,NA
"Choline 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full11,3.561143315295482e-4,NA
"Choline 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full3,0,NA
"Choline 0(15N), 1(13C)",230810_Poo_G5_NFEX_Full9,1.1588342103520089e-4,NA
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_A,1.0964306347424768e-4,T0
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_B,2.1663853271326676e-4,T0
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T0_Metab_C,4.498964861695576e-4,T0
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_A,0,T12
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_B,0,T12
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NH4_Metab_C,0.0010715543325597189,T12
"Choline 0(15N), 1(13C)",230810_Smp_G5_NFEX_T12_NO3_Metab_A,4.980245035154993e-4,T12
