filename,compound_name,area,cmpd_type,samp_type,day
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Carnitine 0(15N), 0(13C)",659995.0720245177,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Carnitine 0(15N), 0(13C)",555506.6248848971,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 0(15N), 0(13C)",921845.5784241584,Non-IS,Smp,24
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Carnitine 0(15N), 0(13C)",410200.7068954065,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Carnitine 0(15N), 0(13C)",650002.4907608425,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Carnitine 0(15N), 0(13C)",660476.8430356251,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Carnitine 0(15N), 0(13C)",494049.8191609942,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Carnitine 0(15N), 0(13C)",470886.161741875,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Carnitine 0(15N), 0(13C)",685157.9995907627,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Carnitine 0(15N), 0(13C)",558448.0383377305,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 0(15N), 0(13C)",702082.9676817937,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Carnitine 0(15N), 0(13C)",387870.9506853324,Non-IS,Smp,6
230810_Std_4uMStdsMix1InH2O_1.mzML,"Carnitine 0(15N), 0(13C)",10032360.972310316,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 0(15N), 0(13C)",9294148.534577366,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_3.mzML,"Carnitine 0(15N), 0(13C)",7960954.045813816,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 0(15N), 0(13C)",7713329.943847444,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 0(15N), 0(13C)",7923765.838850622,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Carnitine 0(15N), 0(13C)",6949632.196322556,Non-IS,Std,NA
230810_Std_4uMStdsMix2InH2O_1.mzML,"Carnitine 0(15N), 0(13C)",0,Non-IS,Std,NA
230810_Std_4uMStdsMix2InH2O_2.mzML,"Carnitine 0(15N), 0(13C)",4728.976994667978,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Carnitine 0(15N), 0(13C)",509393.0058442109,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Carnitine 0(15N), 0(13C)",389413.97140211944,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Carnitine 0(15N), 0(13C)",342324.20425352984,Non-IS,Std,NA
230810_Std_H2OinMatrix_1.mzML,"Carnitine 0(15N), 0(13C)",534750.0443611658,Non-IS,Std,NA
230810_Std_H2OinMatrix_2.mzML,"Carnitine 0(15N), 0(13C)",396900.2827055875,Non-IS,Std,NA
230810_Std_H2OinMatrix_3.mzML,"Carnitine 0(15N), 0(13C)",362745.6580601464,Non-IS,Std,NA
230810_Poo_G5_NFEX_Full1.mzML,"Carnitine 0(15N), 1(13C)",51418.55265732205,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full10.mzML,"Carnitine 0(15N), 1(13C)",42594.63810361804,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full11.mzML,"Carnitine 0(15N), 1(13C)",42087.20780381951,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full2.mzML,"Carnitine 0(15N), 1(13C)",60437.6576216684,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full3.mzML,"Carnitine 0(15N), 1(13C)",54527.072369294954,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full4.mzML,"Carnitine 0(15N), 1(13C)",53592.04117132005,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full5.mzML,"Carnitine 0(15N), 1(13C)",48444.48040254665,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full6.mzML,"Carnitine 0(15N), 1(13C)",47265.6730360037,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full7.mzML,"Carnitine 0(15N), 1(13C)",49406.865853978205,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full8.mzML,"Carnitine 0(15N), 1(13C)",44879.89617438569,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full9.mzML,"Carnitine 0(15N), 1(13C)",43077.92484831766,Non-IS,Poo,NA
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",116054.24073582492,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",121907.83919940855,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",145259.3648514128,Non-IS,Smp,0
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",38275.18572608144,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",47687.95256762062,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",39432.201966748034,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",67715.24232993607,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",42582.62673878353,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",58886.91538580755,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",74395.78210875404,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",33697.67988934197,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",87929.05775722246,Non-IS,Smp,12
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",47509.3687394574,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",45021.00782307723,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",57522.78411334393,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",50597.28157778396,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",50809.83936609041,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",40489.58114400408,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",48538.98411781738,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",37661.44357982029,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",68146.17542040697,Non-IS,Smp,24
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",30134.87111545836,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",46082.07010750192,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",45517.49111726917,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",33158.457484161525,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",33626.41741615113,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",47896.671039753695,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",41545.32982779154,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",54327.44124333273,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",26119.001018556137,Non-IS,Smp,6
230810_Std_4uMStdsMix1InH2O_1.mzML,"Carnitine 0(15N), 1(13C)",756218.0428836319,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 0(15N), 1(13C)",696014.7134211343,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_3.mzML,"Carnitine 0(15N), 1(13C)",594027.2710412135,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",581022.4386961873,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",588931.7434383046,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",514783.2972877583,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",35242.246217859574,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",24088.58192491799,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",21273.101640201407,Non-IS,Std,NA
230810_Std_H2OinMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",37684.676833234,Non-IS,Std,NA
230810_Std_H2OinMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",29418.12419840777,Non-IS,Std,NA
230810_Std_H2OinMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",23055.0351734474,Non-IS,Std,NA
230810_Poo_G5_NFEX_Full1.mzML,"Carnitine 1(15N), 0(13C)",22086.908840464846,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full10.mzML,"Carnitine 1(15N), 0(13C)",19943.570951613507,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full11.mzML,"Carnitine 1(15N), 0(13C)",19114.59314882536,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full2.mzML,"Carnitine 1(15N), 0(13C)",25334.45601241321,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full3.mzML,"Carnitine 1(15N), 0(13C)",22148.651388608687,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full4.mzML,"Carnitine 1(15N), 0(13C)",22577.764695768223,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full5.mzML,"Carnitine 1(15N), 0(13C)",20803.81595823592,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full6.mzML,"Carnitine 1(15N), 0(13C)",22070.456723761115,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full7.mzML,"Carnitine 1(15N), 0(13C)",19910.353592040225,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full8.mzML,"Carnitine 1(15N), 0(13C)",18826.21183507969,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full9.mzML,"Carnitine 1(15N), 0(13C)",19423.02669264411,Non-IS,Poo,NA
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",3856.405991617199,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",3559.261017068342,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",8742.343787575619,Non-IS,Smp,0
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",31481.345513395663,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",33105.062569191236,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",40674.39613763935,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",22526.121442388776,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",18526.51703328117,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",19057.783285858277,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",28701.53540538492,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",17453.894281221645,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",48933.964564614624,Non-IS,Smp,12
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",62379.52464424358,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",56259.69756251497,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",81392.35228920713,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",34704.21065094542,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",32746.169019883557,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",28646.99316787132,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",25209.78247622839,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",19227.32543766493,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",44062.38943675971,Non-IS,Smp,24
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",4501.275089442157,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",8330.123870150812,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",7259.562147597098,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",4620.2446531591695,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",5087.192839341115,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",7278.372665062189,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",5671.816104213663,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",6260.565425254877,Non-IS,Smp,6
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",2531.507987955085,Non-IS,Smp,6
230810_Std_4uMStdsMix1InH2O_1.mzML,"Carnitine 1(15N), 0(13C)",33864.20373173935,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 1(15N), 0(13C)",33180.88117528379,Non-IS,Std,NA
230810_Std_4uMStdsMix1InH2O_3.mzML,"Carnitine 1(15N), 0(13C)",24214.811712748684,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",38307.797377309806,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",38727.404612929015,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",31492.64814737236,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",14857.577921304131,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",12273.990976749335,Non-IS,Std,NA
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",8002.219196216941,Non-IS,Std,NA
230810_Std_H2OinMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",17832.868563820033,Non-IS,Std,NA
230810_Std_H2OinMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",12899.821333609998,Non-IS,Std,NA
230810_Std_H2OinMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",9675.431014161864,Non-IS,Std,NA
230810_Poo_G5_NFEX_Full10.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full2.mzML,"Carnitine 1(15N), 1(13C)",951.8791343418018,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full7.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Poo,NA
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",1389.8343620337073,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",1525.809284045926,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",3977.599845880849,Non-IS,Smp,12
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",2067.390006583957,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",1850.743616303717,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",4385.643999404008,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Smp,24
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",2595.9733231801783,Non-IS,Smp,24
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Smp,6
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 1(15N), 1(13C)",0,Non-IS,Std,NA
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 1(15N), 1(13C)",491.6541329336176,Non-IS,Std,NA
230810_Blk_G5_NFEX_T24_NH4_Blk_A.mzML,"Choline 0(15N), 0(13C)",1396.15285134815,Non-IS,Blk,24
230810_Blk_G5_NFEX_T24_NH4_Blk_B.mzML,"Choline 0(15N), 0(13C)",0,Non-IS,Blk,24
230810_Blk_G5_NFEX_T24_Urea_Blk_A.mzML,"Choline 0(15N), 0(13C)",2183.915951709468,Non-IS,Blk,24
230810_Poo_G5_NFEX_Full1.mzML,"Choline 0(15N), 0(13C)",28603.941573396463,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full10.mzML,"Choline 0(15N), 0(13C)",61563.64341856085,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full11.mzML,"Choline 0(15N), 0(13C)",104008.79135290066,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full2.mzML,"Choline 0(15N), 0(13C)",34929.651610514156,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full3.mzML,"Choline 0(15N), 0(13C)",25610.970891084013,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full4.mzML,"Choline 0(15N), 0(13C)",28404.95450164799,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full5.mzML,"Choline 0(15N), 0(13C)",25205.301000736807,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full6.mzML,"Choline 0(15N), 0(13C)",22414.660682511727,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full7.mzML,"Choline 0(15N), 0(13C)",24380.050013763692,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full8.mzML,"Choline 0(15N), 0(13C)",15597.425298976605,Non-IS,Poo,NA
230810_Poo_G5_NFEX_Full9.mzML,"Choline 0(15N), 0(13C)",35248.726507580584,Non-IS,Poo,NA
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Choline 0(15N), 0(13C)",52900.04978567337,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Choline 0(15N), 0(13C)",33624.64792174069,Non-IS,Smp,0
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Choline 0(15N), 0(13C)",85310.10814414849,Non-IS,Smp,0
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Choline 0(15N), 0(13C)",37931.36720106947,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Choline 0(15N), 0(13C)",58892.73260337744,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Choline 0(15N), 0(13C)",245341.37800083304,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Choline 0(15N), 0(13C)",38376.34509485894,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Choline 0(15N), 0(13C)",21697.337244313927,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Choline 0(15N), 0(13C)",53669.62346934763,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Choline 0(15N), 0(13C)",16316.800022195814,Non-IS,Smp,12
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Choline 0(15N), 0(13C)",24335.899467158284,Non-IS,Smp,12
