filename,compound_name,conc_um
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.02380463803771631
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.03434018777317864
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.08083302060340951
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.08757377525225535
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.1238951742729068
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.03434405079813183
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.14047693685543378
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.05971569561470674
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.046634252719744564
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.10777907292629152
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.04190759479786501
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.07334099788905232
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.06525412593922529
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.06205611545362033
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.05384402588561022
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.09312847256447948
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.05163630058717774
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.06982183967850907
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.08193870077913211
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.035969644222673375
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.08197552283771477
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.0736869038512292
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Carnitine 0(15N), 1(13C)",0.06290202338789741
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 0(15N), 1(13C)",0.10996348776241378
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Carnitine 0(15N), 1(13C)",0.055467760874386776
230810_Std_4uMStdsMix1InH2O_1.mzML,"Carnitine 0(15N), 1(13C)",1.1037133673332467
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 0(15N), 1(13C)",1.2463374667639322
230810_Std_4uMStdsMix1InH2O_3.mzML,"Carnitine 0(15N), 1(13C)",0.846092696141926
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",1.4979787418201183
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",0.058703205064468654
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",0.055387892217623906
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",0.004426887281982408
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",0.0031229808785934675
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",0.0026847211380096976
230810_Std_H2OinMatrix_1.mzML,"Carnitine 0(15N), 1(13C)",0.005422542627964556
230810_Std_H2OinMatrix_2.mzML,"Carnitine 0(15N), 1(13C)",Inf
230810_Std_H2OinMatrix_3.mzML,"Carnitine 0(15N), 1(13C)",4.875269048557953
230810_Poo_G5_NFEX_Full1.mzML,"Carnitine 1(15N), 0(13C)",0.043359269929237595
230810_Poo_G5_NFEX_Full10.mzML,"Carnitine 1(15N), 0(13C)",0.051214317965544265
230810_Poo_G5_NFEX_Full11.mzML,"Carnitine 1(15N), 0(13C)",0.0558376910289079
230810_Poo_G5_NFEX_Full2.mzML,"Carnitine 1(15N), 0(13C)",0.04737625789761043
230810_Poo_G5_NFEX_Full3.mzML,"Carnitine 1(15N), 0(13C)",0.05580407057819634
230810_Poo_G5_NFEX_Full4.mzML,"Carnitine 1(15N), 0(13C)",0.06224130928680788
230810_Poo_G5_NFEX_Full5.mzML,"Carnitine 1(15N), 0(13C)",0.9181363098644504
230810_Poo_G5_NFEX_Full6.mzML,"Carnitine 1(15N), 0(13C)",1.2711382082756955
230810_Poo_G5_NFEX_Full7.mzML,"Carnitine 1(15N), 0(13C)",1.1587008619623935
230810_Poo_G5_NFEX_Full8.mzML,"Carnitine 1(15N), 0(13C)",0.549412295858574
230810_Poo_G5_NFEX_Full9.mzML,"Carnitine 1(15N), 0(13C)",0.026564212180326563
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.006097974221004723
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.005809524852236063
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.010169945121000619
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.04194210268325214
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.04415450131632998
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.059768357657500125
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.034562144666809694
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.02723056495493818
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.031009711622887817
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.046924528429685156
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.011014893862854919
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.02954071180689767
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.0316343044162443
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.10679569675466839
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.12104277359288053
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.0577947311625428
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.03337428855506447
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.045766916568721595
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.03168679645312029
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.019916301232271096
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.08255865145632833
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.0037282163515458848
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.012024041106967275
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.011699710623286714
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.005906889911920759
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.007273086660792332
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.009946614389885793
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Carnitine 1(15N), 0(13C)",0.00971869433621493
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 1(15N), 0(13C)",0.009485776016555328
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Carnitine 1(15N), 0(13C)",0.004557115747232757
230810_Std_4uMStdsMix1InH2O_1.mzML,"Carnitine 1(15N), 0(13C)",0.03673522390770507
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 1(15N), 0(13C)",0.08088938077755262
230810_Std_4uMStdsMix1InH2O_3.mzML,"Carnitine 1(15N), 0(13C)",0.03725341372831465
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",0.058000212696697896
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",0.07838765061931752
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",0.06687953629997656
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",0.021684893017637392
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",0.021978752066680984
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",0.011397825562752864
230810_Std_H2OinMatrix_1.mzML,"Carnitine 1(15N), 0(13C)",0.045976293229258315
230810_Std_H2OinMatrix_2.mzML,"Carnitine 1(15N), 0(13C)",0.001285821091287881
230810_Std_H2OinMatrix_3.mzML,"Carnitine 1(15N), 0(13C)",0.0010410239279226062
230810_Poo_G5_NFEX_Full10.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Poo_G5_NFEX_Full2.mzML,"Carnitine 1(15N), 1(13C)",1.2340702929492474e-4
230810_Poo_G5_NFEX_Full7.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",Inf
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0.3226510270120384
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",0.007808508951332813
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0.005308977485168641
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",0.005406405954669311
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",0.008201297121243397
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Carnitine 1(15N), 1(13C)",0.11456827786960057
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Std_4uMStdsMix1InH2O_2.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Carnitine 1(15N), 1(13C)",0
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Carnitine 1(15N), 1(13C)",6.724186149385943e-4
230810_Blk_G5_NFEX_T24_NH4_Blk_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Blk_G5_NFEX_T24_NH4_Blk_B.mzML,"Choline 0(15N), 0(13C)",NA
230810_Blk_G5_NFEX_T24_Urea_Blk_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full1.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full10.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full11.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full2.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full3.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full4.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full5.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full6.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full7.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full8.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full9.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NO3_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_Urea_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NH4_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NH4_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NO3_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NO3_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_Urea_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_Urea_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NO3_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_Urea_Metab_A.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Choline 0(15N), 0(13C)",4
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InH2O_1.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InH2O_2.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InH2O_3.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InMatrix_1.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InMatrix_2.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix1InMatrix_3.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InH2O_1.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InH2O_2.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InH2O_3.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InMatrix_1.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InMatrix_2.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_4uMStdsMix2InMatrix_3.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_H2OinMatrix_1.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_H2OinMatrix_2.mzML,"Choline 0(15N), 0(13C)",4
230810_Std_H2OinMatrix_3.mzML,"Choline 0(15N), 0(13C)",4
230810_Poo_G5_NFEX_Full10.mzML,"Choline 0(15N), 1(13C)",3.9994544245523582
230810_Poo_G5_NFEX_Full11.mzML,"Choline 0(15N), 1(13C)",Inf
230810_Poo_G5_NFEX_Full3.mzML,"Choline 0(15N), 1(13C)",0
230810_Poo_G5_NFEX_Full9.mzML,"Choline 0(15N), 1(13C)",0.17197042109123697
230810_Smp_G5_NFEX_T0_Metab_A.mzML,"Choline 0(15N), 1(13C)",0.07969543006501346
230810_Smp_G5_NFEX_T0_Metab_B.mzML,"Choline 0(15N), 1(13C)",0.09438316578596793
230810_Smp_G5_NFEX_T0_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.5905033144511025
230810_Smp_G5_NFEX_T12_NH4_Metab_A.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T12_NH4_Metab_B.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T12_NH4_Metab_C.mzML,"Choline 0(15N), 1(13C)",1.9211002833557975
230810_Smp_G5_NFEX_T12_NO3_Metab_A.mzML,"Choline 0(15N), 1(13C)",0.945509015731747
230810_Smp_G5_NFEX_T12_NO3_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.11561511199709033
230810_Smp_G5_NFEX_T12_Urea_Metab_B.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T12_Urea_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.31666584581530993
230810_Smp_G5_NFEX_T24_NH4_Metab_A.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T24_NO3_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.39180378159408724
230810_Smp_G5_NFEX_T24_Urea_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.45578926310067736
230810_Smp_G5_NFEX_T6_NH4_Metab_A.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T6_NH4_Metab_B.mzML,"Choline 0(15N), 1(13C)",0.20754509789010206
230810_Smp_G5_NFEX_T6_NH4_Metab_C.mzML,"Choline 0(15N), 1(13C)",0.03795892233746086
230810_Smp_G5_NFEX_T6_NO3_Metab_A.mzML,"Choline 0(15N), 1(13C)",1.0257569221069551
230810_Smp_G5_NFEX_T6_NO3_Metab_C.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T6_Urea_Metab_B.mzML,"Choline 0(15N), 1(13C)",0
230810_Smp_G5_NFEX_T6_Urea_Metab_C.mzML,"Choline 0(15N), 1(13C)",2.4413203227166824
230810_Std_4uMStdsMix1InH2O_1.mzML,"Choline 0(15N), 1(13C)",137.1895225377413
